Бренд,Код товара,Наименование товара,Категория1,Категория2,Категория3,Категория4,Сегмент,Цена закупки товара,letu.ru,iledebeaute.ru,rivegauche.ru,Ozon,Wildberries,MagnitMarket,Megamarket,lamoda.ru,tsum.ru,visagehall.ru,Наценка,Уровень_правила,Цена_до_скидки,Мин_цена_конкурента,Кто_минимум,Цена_мин_маржа10,Цель_цена_минимум_рынка,Можно_быть_минимумом_с_маржой10,Рекоменд_цена,Рекоменд_скидка
Clarins,19000181013,CLARINS Блеск д/губPerfector 22 12мл,Макияж,Губы,Блеск для губ,,Люкс,623,,996.0,1061.0,953.0,,,,1126.0,1224.0,997.0,0.92,brand_cat3,1196.1599999999999,953.0,Ozon,692.2222222222222,952.0,True,952.0,0.20411985018726586
Clarins,14011900005,"Clarins Карандаш для бровей Eyebrow Pencil Crayon Sourcils 1,1гр.тон 02 light brown",Макияж,Брови,Карандаш для бровей,,Люкс,548,,916.0,897.0,841.0,,,,841.0,,935.0,0.96,brand_cat3,1074.08,841.0,Ozon,608.8888888888889,840.0,True,840.0,0.2179353493222106
Vivienne Sabo,3225900001,"Vivienne Sabo Палетка д/скульптурирования 01 Mariniere 17,2гр",Макияж,Лицо,Контуринг,,Массмаркет,347,588.0,553.0,,418.0,,,,,,,0.54,brand_cat3,534.38,418.0,Ozon,385.55555555555554,417.0,True,417.0,0.2196564242673753
Clarins,19760314690,"Clarins Тени д/век четырехцветные Ombre 4 Couleurs 05 4,2гр",Макияж,Глаза,Тени для век,Прессованные тени,Люкс,1346,,2432.0,2162.0,2207.0,,,,2162.0,2544.0,2072.0,1.03,brand,2732.38,2072.0,visagehall.ru,1495.5555555555554,2071.0,True,2071.0,0.2420527159472694
Clarins,19000217065,Clarins Крем д/лица Матирующий 50мл,Уход,Уход за лицом,Основной уход,Крем для лица,Люкс,749,,1203.0,1328.0,,,,,1328.0,1386.0,1153.0,1.03,brand,1520.4700000000003,1153.0,visagehall.ru,832.2222222222222,1152.0,True,1152.0,0.24233953974757816
Clarins,14024300001,Clarins ВВ-флюид с эффектом детокса SPF25 00 45мл,Макияж,Лицо,ВВ/СС средства,,Люкс,1428,,2267.0,2541.0,2202.0,,,,2267.0,,2541.0,0.97,brand_cat3,2813.16,2202.0,Ozon,1586.6666666666665,2201.0,True,2201.0,0.21760582405551054
Clarins,19000423537,CLARINS Концентрат д/лица Men Ппротив морщин 50мл,Уход,Уход за лицом,Основной уход,Бустеры,Люкс,1875,,,3204.0,3265.0,,,,,,2896.0,1.03,brand,3806.2500000000005,2896.0,visagehall.ru,2083.3333333333335,2895.0,True,2895.0,0.23940886699507402
Clarins,19000194302,"CLARINS Помада д/губ Joli rouge Retail reno 778 3,5гр",Макияж,Губы,Помада для губ,,Люкс,1080,,1777.0,1672.0,,,,,,,1881.0,1.03,brand,2192.4,1672.0,rivegauche.ru,1200.0,1671.0,True,1671.0,0.23782156540777233
Clarins,19000264393,Clarins Сыворотка д/лица двухфазная активного действия Hydra-Essentiel 30мл,Уход,Уход за лицом,Сыворотки,,Люкс,1791,,,3121.0,2774.0,,,,2890.0,,3005.0,0.88,brand_cat3,3367.08,2774.0,Ozon,1990.0,2773.0,True,2773.0,0.17643774427694026
Vivienne Sabo,3206400015,"Vivienne Sabo Карандаш д/губ Jolies levres 111 0,9гр",Макияж,Губы,Карандаш для губ,,Массмаркет,178,216.0,,,,,,,,,,0.77,brand_cat3,315.06,216.0,letu.ru,197.77777777777777,215.0,True,215.0,0.3175903002602679
Clarins,19000013038,CLARINS Крем тональный увлажняющий с матовым покрытием Skin Illusion Velvet 103N 30мл,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1369,,2254.0,2342.0,2165.0,,,,2121.0,2652.0,2386.0,1.03,brand,2779.07,2121.0,lamoda.ru,1521.111111111111,2120.0,True,2120.0,0.2371548755518933
Clarins,19000033376,"CLARINS Бальзам для рук питательный Baume Jeunesse des Mains, 100мл",Уход,Уход за руками,Крем для рук,,Люкс,737,,1261.0,1142.0,1190.0,,,,1261.0,1512.0,1261.0,0.85,brand_cat3,1363.45,1142.0,rivegauche.ru,818.8888888888889,1141.0,True,1141.0,0.16315229748065574
Clarins,19000149524,CLARINS Мист д/тела Eau Des Jardins 100мл,Уход,Уход за телом,Прочее_тело,,Люкс,1327,,2229.0,2271.0,2061.0,,,,,,2104.0,0.9,brand_cat3,2521.2999999999997,2061.0,Ozon,1474.4444444444443,2060.0,True,2060.0,0.18296117082457453
Clarins,15023600002,Clarins Маска д/лица очищающая с экстр.кипрея SOS Pure 75мл,Уход,Уход за лицом,Уход за лицом _маски,Очищающие маски,Люкс,1340,,,2422.0,2082.0,,,,2422.0,2750.0,,1.03,brand,2720.2000000000003,2082.0,Ozon,1488.888888888889,2081.0,True,2081.0,0.23498272185868696
Clarins,19000000352,CLARINS Спрей д/лица интенсивно увлажняющий защитный 75мл,Уход,Уход за лицом,Основной уход,Косметическая вода,Люкс,834,,1297.0,1327.0,1417.0,,,,1508.0,1633.0,1509.0,1.03,brand,1693.0200000000002,1297.0,iledebeaute.ru,926.6666666666666,1296.0,True,1296.0,0.2345040223978454
Clarins,19000258578,Clarins Крем д/лица ночной Сухая кожа Multi-Active 50мл,Уход,Уход за лицом,Основной уход,Крем для лица,Люкс,2291,,3998.0,3570.0,3927.0,,,,3712.0,4536.0,4141.0,1.03,brand,4650.7300000000005,3570.0,rivegauche.ru,2545.5555555555557,3569.0,True,3569.0,0.2325935928338133
Clarins,19000036416,CLARINS Эмульсия способствующая сокращению пигментации увлажняющая BRIGHT PLUS 75мл,Уход,Уход за лицом,Основной уход,Эмульсии,Люкс,1418,,2210.0,2298.0,2563.0,,,,2210.0,2860.0,2386.0,1.03,brand,2878.5400000000004,2210.0,iledebeaute.ru,1575.5555555555554,2209.0,True,2209.0,0.2325970804644022
Clarins,19000299771,"Clarins Бальзам д/губ Oil 01 2,9гр",Макияж,Губы,Бальзам для губ_макияж,,Люкс,913,,1423.0,1423.0,,,,,,,1651.0,1.03,brand,1853.3900000000003,1423.0,iledebeaute.ru,1014.4444444444445,1422.0,True,1422.0,0.2327572718100347
Clarins,14022600004,Clarins Консилер против темных кругов Instant 00 15мл,Макияж,Лицо,Корректор/консилер,,Люкс,1036,,1647.0,1873.0,1615.0,,,,1776.0,1900.0,2014.0,1.1,brand_cat3,2175.6,1615.0,Ozon,1151.111111111111,1614.0,True,1614.0,0.2581356867071153
Clarins,14036200013,Clarins Крем д/лица тональный с легким покрытием Skin Illusion SPF15 30мл тон 108,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1343,,2332.0,2094.0,2094.0,,,,2332.0,2744.0,2142.0,1.03,brand,2726.2900000000004,2094.0,rivegauche.ru,1492.2222222222222,2093.0,True,2093.0,0.23229003517600855
Clarins,19000417234,CLARINS Сыворотка д/тела Peau neuve 200мл,Уход,Уход за телом,Прочее_тело,,Люкс,1762,,,,,,,,,,2752.0,0.9,brand_cat3,3347.7999999999997,2752.0,visagehall.ru,1957.7777777777778,2751.0,True,2751.0,0.17826632415317512
Clarins,14017400009,Clarins Кисть для подводки PINCEAU EYELINER 2017,Макияж,Кисти/спонжи,Кисти,,Люкс,818,,1479.0,1378.0,1303.0,,,,1278.0,,,0.96,brand_cat3,1603.28,1278.0,lamoda.ru,908.8888888888889,1277.0,True,1277.0,0.20350780899156728
Clarins,19000192724,"CLARINS Сыворотка д/лица Тональная Масла 02,5 30мл",Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1125,,1876.0,1759.0,1915.0,,,,,2070.0,1915.0,1.03,brand,2283.7500000000005,1759.0,rivegauche.ru,1250.0,1758.0,True,1758.0,0.2302134646962235
Vivienne Sabo,19000413117,"Vivienne Sabo Помада-бальзам д/губ Lala laque 03 2,5гр",Макияж,Губы,Помада для губ,Помада увлажняющая,Массмаркет,225,334.0,321.0,315.0,826.0,276.0,,,,,,0.59,brand,357.74999999999994,276.0,Wildberries,250.0,275.0,True,275.0,0.23130677847658965
Vivienne Sabo,19000329302,Vivienne Sabo Тушь д/бровей Designeur 01 5мл,Макияж,Брови,Тушь для бровей,,Массмаркет,185,275.0,259.0,,295.0,227.0,,,,,,0.8,brand_cat3,333.0,227.0,Wildberries,205.55555555555554,226.0,True,226.0,0.3213213213213213
Clarins,19000013045,CLARINS Крем тональный увлажняющий с матовым покрытием Skin Illusion Velvet 109C 30мл,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1492,,2431.0,2607.0,2342.0,,,,2652.0,2860.0,2652.0,1.03,brand,3028.76,2342.0,Ozon,1657.7777777777778,2341.0,True,2341.0,0.2270764273167898
Clarins,19760318966,Clarins Консилер устойчивый EVERLASTING CONCEALER 00 12мл,Макияж,Лицо,Корректор/консилер,,Люкс,1090,,1744.0,1776.0,1970.0,,,,1808.0,2052.0,1711.0,1.1,brand_cat3,2289.0,1711.0,visagehall.ru,1211.111111111111,1710.0,True,1710.0,0.25294888597640897
Vivienne Sabo,19000413120,"Vivienne Sabo Помада-бальзам д/губ Lala laque 06 2,5гр",Макияж,Губы,Помада для губ,Помада увлажняющая,Массмаркет,237,328.0,,327.0,841.0,292.0,,,,,,0.59,brand,376.83,292.0,Wildberries,263.3333333333333,291.0,True,291.0,0.2277684897699227
Clarins,19000194322,CLARINS Футляр д/помады Joli rouge Red,Макияж,Аксессуары_макияж,Аксессуары,Футляры/кейсы/палитры,Люкс,400,,642.0,711.0,,,,,630.0,,,1.03,brand,812.0000000000001,630.0,lamoda.ru,444.44444444444446,629.0,True,629.0,0.22536945812807896
Clarins,19000194287,"CLARINS Помада д/губ Joli rouge Retail reno 752 3,5гр",Макияж,Губы,Помада для губ,,Люкс,1215,,1951.0,2125.0,1951.0,,,,1916.0,2501.0,2021.0,1.03,brand,2466.4500000000003,1916.0,lamoda.ru,1350.0,1915.0,True,1915.0,0.22358044963408952
Clarins,19000399412,"CLARINS Помада д/губ Joli Rouge 783V 3,5гр",Макияж,Губы,Помада для губ,Помада матовая,Люкс,1215,,,2091.0,1916.0,,,,,,2056.0,1.03,brand,2466.4500000000003,1916.0,Ozon,1350.0,1915.0,True,1915.0,0.22358044963408952
Clarins,19000149523,Clarins Мист д/тела Eau Ressourcante 100мл,Уход,Уход за телом,Прочее_тело,,Люкс,1280,,2019.0,2229.0,2313.0,,,,,,2104.0,0.9,brand_cat3,2432.0,2019.0,iledebeaute.ru,1422.2222222222222,2018.0,True,2018.0,0.1702302631578947
Clarins,19000013039,CLARINS Крем тональный увлажняющий с матовым покрытием Skin Illusion Velvet 105N 30мл,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1541,,2607.0,2740.0,2475.0,,,,2740.0,3016.0,2431.0,1.03,brand,3128.2300000000005,2431.0,visagehall.ru,1712.2222222222222,2430.0,True,2430.0,0.22320289748515942
Clarins,19000013029,CLARINS Пудра компактная матирующая Ever Matte 04 10гр,Макияж,Лицо,Пудра_лицо,Компактная пудра,Люкс,1823,,3251.0,3034.0,2991.0,,,,,3876.0,2876.0,1.03,brand,3700.6900000000005,2876.0,visagehall.ru,2025.5555555555554,2875.0,True,2875.0,0.22311785099535508
Clarins,15020700002,Кларанс Дезодорант-ролик универсальный 50мл,Уход,Уход за телом,Дезодорант,Ролик,Люкс,858,,1356.0,1453.0,1550.0,,,,1525.0,1624.0,1429.0,1.03,brand,1741.7400000000002,1356.0,iledebeaute.ru,953.3333333333333,1355.0,True,1355.0,0.22204232549060143
Clarins,19000194299,"CLARINS Помада д/губ Joli rouge Retail reno 772 3,5гр",Макияж,Губы,Помада для губ,,Люкс,1234,,2091.0,2195.0,,,,,2056.0,2460.0,1951.0,1.03,brand,2505.0200000000004,1951.0,visagehall.ru,1371.111111111111,1950.0,True,1950.0,0.2215631012926046
Clarins,15021300019,Кларанс Сыворотка д/лица интенсивного действия 30мл,Уход,Уход за лицом,Сыворотки,,Люкс,4500,,8132.0,7624.0,7115.0,,,,8132.0,9269.0,7497.0,0.88,brand_cat3,8460.0,7115.0,Ozon,5000.0,7114.0,True,7114.0,0.15910165484633565
Clarins,19000194323,CLARINS Футляр д/помады Joli rouge White,Макияж,Аксессуары_макияж,Аксессуары,Футляры/кейсы/палитры,Люкс,406,,642.0,688.0,,,,,783.0,,,1.03,brand,824.1800000000001,642.0,iledebeaute.ru,451.1111111111111,641.0,True,641.0,0.22225727389647898
Clarins,19000013040,CLARINS Крем тональный увлажняющий с матовым покрытием Skin Illusion Velvet 106N 30мл,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1565,,2475.0,2607.0,2828.0,,,,2563.0,3172.0,2652.0,1.03,brand,3176.9500000000003,2475.0,iledebeaute.ru,1738.888888888889,2474.0,True,2474.0,0.22126567934654318
Clarins,14036200008,Clarins Крем д/лица тональный с легким покрытием Skin Illusion SPF15 30мл тон 101,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1685,,2665.0,2665.0,2998.0,,,,2951.0,3584.0,2998.0,1.03,brand,3420.5500000000006,2665.0,iledebeaute.ru,1872.2222222222222,2664.0,True,2664.0,0.22117788075017186
Clarins,19000000357,CLARINS Концентрат д/лица с эффектом загара 15мл,Уход,Солнечная серия/авто загары,Авто загар,,Люкс,895,,1473.0,1502.0,1416.0,,,,1445.0,1768.0,1445.0,1.07,brand_cat3,1852.6500000000003,1416.0,Ozon,994.4444444444445,1415.0,True,1415.0,0.23622918522116976
Clarins,19000200491,"Clarins Тени д/век насыщенные Ombre Skin тон 03 1,5гр",Макияж,Глаза,Тени для век,Прессованные тени,Люкс,963,,1579.0,1525.0,1525.0,,,,1579.0,1953.0,1687.0,1.03,brand,1954.8900000000003,1525.0,rivegauche.ru,1070.0,1524.0,True,1524.0,0.2204164940226817
Vivienne Sabo,19000441674,Vivienne Sabo Консилер д/лица Coverture Плотное покрытие 01 5мл,Макияж,Лицо,Корректор/консилер,,Массмаркет,183,,271.0,233.0,227.0,245.0,,,,,,0.6,brand_cat3,292.8,227.0,Ozon,203.33333333333331,226.0,True,226.0,0.22814207650273222
Clarins,19000283294,"Clarins Рефил помады д/губ Joli Rouge 789 3,5гр",Макияж,Губы,Помада для губ,,Люкс,737,,,1332.0,,,,,1168.0,,,1.03,brand,1496.1100000000001,1168.0,lamoda.ru,818.8888888888889,1167.0,True,1167.0,0.2199771407182628
Clarins,19000200495,Clarins База под макияж White SOS Primer 30мл,Макияж,Лицо,Праймер/база_лицо,,Люкс,1268,,2010.0,2222.0,2010.0,,,,2045.0,2531.0,2187.0,1.21,brand_cat3,2802.2799999999997,2010.0,iledebeaute.ru,1408.888888888889,2009.0,True,2009.0,0.2830837746406497
Clarins,19000299773,"Clarins Бальзам д/губ Oil 03 2,9гр",Макияж,Губы,Бальзам для губ_макияж,,Люкс,1040,,1651.0,1850.0,1765.0,,,,,,1765.0,1.03,brand,2111.2000000000003,1651.0,iledebeaute.ru,1155.5555555555554,1650.0,True,1650.0,0.21845395983327032
Clarins,19000141135,Clarins Крем д/лица дневной с эффектом лифтинга SPF15 50мл,Уход,Уход за лицом,Основной уход,Крем для лица,Люкс,4067,,,7015.0,6458.0,,,,,,6788.0,1.03,brand,8256.01,6458.0,Ozon,4518.888888888889,6457.0,True,6457.0,0.21790307909026274
Clarins,19000164822,Clarins Бальзам д/талии и живота Multi-Intensive 200мл,Уход,Уход за телом,Антицеллюлитная серия/коррекция фигуры,,Люкс,2359,,3746.0,4199.0,,,,,,,4199.0,0.86,brand_cat3,4387.74,3746.0,iledebeaute.ru,2621.111111111111,3745.0,True,3745.0,0.14648543441498352
Clarins,15020100137,Кларанс Масло д/тела Тоник 100мл,Уход,Уход за телом,Масла,,Люкс,1924,,3056.0,3109.0,3056.0,,,,3056.0,3596.0,3320.0,1.24,brand_cat3,4309.76,3056.0,iledebeaute.ru,2137.777777777778,3055.0,True,3055.0,0.2911438223938224
Clarins,14037100010,Clarins Флюид тональный устойчивый с омолаживающим действием SPF15 Everlasting Youth Fluid 107 30мл,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1555,,,2470.0,,,,,,,,1.03,brand,3156.6500000000005,2470.0,rivegauche.ru,1727.7777777777778,2469.0,True,2469.0,0.21784169926979569
Clarins,19000399411,"CLARINS Помада д/губ Joli Rouge 758V 3,5гр",Макияж,Губы,Помада для губ,Помада матовая,Люкс,1272,,,2160.0,2230.0,,,,,,2021.0,1.03,brand,2582.1600000000003,2021.0,visagehall.ru,1413.3333333333333,2020.0,True,2020.0,0.21770920469684307
Clarins,14036200018,Clarins Крем д/лица тональный с легким покрытием Skin Illusion SPF15 30мл тон 111,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1527,,2475.0,2618.0,2713.0,,,,2522.0,3192.0,2427.0,1.03,brand,3099.8100000000004,2427.0,visagehall.ru,1696.6666666666665,2426.0,True,2426.0,0.2173713872785752
Clarins,19000412905,CLARINS Пигмент д/губ Water Lip Stain 09 7мл,Макияж,Губы,Тинт/пигмент,,Люкс,977,,1713.0,1606.0,,,,,,,1553.0,0.91,brand_cat3,1866.0700000000002,1553.0,visagehall.ru,1085.5555555555554,1552.0,True,1552.0,0.1683055833918342
Clarins,14019300005,Clarins Блеск для губ Eclat Minute 12мл тон 07,Макияж,Губы,Блеск для губ,,Люкс,599,,,1018.0,953.0,,,,,,,0.92,brand_cat3,1150.08,953.0,Ozon,665.5555555555555,952.0,True,952.0,0.17223149693934325
Clarins,19000194279,"CLARINS Помада д/губ Joli rouge Retail reno 731 3,5гр",Макияж,Губы,Помада для губ,,Люкс,1292,,2056.0,2334.0,2300.0,,,,2334.0,2542.0,2125.0,1.03,brand,2622.76,2056.0,iledebeaute.ru,1435.5555555555554,2055.0,True,2055.0,0.2164742485015786
Clarins,19000194304,"CLARINS Помада д/губ Joli rouge Retail reno 780S 3,5гр",Макияж,Губы,Помада для губ,,Люкс,1292,,2056.0,2091.0,,,,,,2542.0,2195.0,1.03,brand,2622.76,2056.0,iledebeaute.ru,1435.5555555555554,2055.0,True,2055.0,0.2164742485015786
Clarins,19000194294,"CLARINS Помада д/губ Joli rouge Retail reno 768 3,5гр",Макияж,Губы,Помада для губ,,Люкс,1197,,2099.0,2300.0,,,,,,2624.0,1905.0,1.03,brand,2429.9100000000003,1905.0,visagehall.ru,1330.0,1904.0,True,1904.0,0.21643188430847238
Clarins,14036200009,Clarins Крем д/лица тональный с легким покрытием Skin Illusion SPF15 30мл тон 103,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1764,,3094.0,2951.0,2903.0,,,,2808.0,3528.0,3141.0,1.03,brand,3580.9200000000005,2808.0,lamoda.ru,1960.0,2807.0,True,2807.0,0.21612323090155616
Clarins,15023600003,Clarins Маска д/лица питательная с маслом манго SOS Comfort 75мл,Уход,Уход за лицом,Уход за лицом _маски,Увлажнение и питание,Люкс,1787,,,2890.0,3060.0,,,,2845.0,3650.0,,1.03,brand,3627.6100000000006,2845.0,lamoda.ru,1985.5555555555554,2844.0,True,2844.0,0.21601274668445625
Vivienne Sabo,19000438308,Vivienne Sabo Тушь д/ресниц Cabaret legende noir 01 9мл,Макияж,Глаза,Тушь для ресниц,Тушь,Массмаркет,214,,,,267.0,,,,,,,0.41,brand_cat3,301.74,267.0,Ozon,237.77777777777777,266.0,True,266.0,0.11844634453503022
Clarins,19000013048,CLARINS Тушь д/ресниц с эффектом подкручивания и объема Supra Lift & Curl Mascara 01 8мл,Макияж,Глаза,Тушь для ресниц,Тушь,Люкс,1054,,1679.0,1679.0,1679.0,,,,1744.0,2052.0,1808.0,1.03,brand,2139.6200000000003,1679.0,iledebeaute.ru,1171.111111111111,1678.0,True,1678.0,0.2157485908712763
Clarins,19000194321,CLARINS Футляр д/помады Joli rouge Gold,Макияж,Аксессуары_макияж,Аксессуары,Футляры/кейсы/палитры,Люкс,381,,607.0,676.0,,,,,607.0,,,1.03,brand,773.4300000000001,607.0,iledebeaute.ru,423.3333333333333,606.0,True,606.0,0.21647725068849155
Clarins,14019300004,Clarins Блеск для губ Eclat Minute 12мл тон 06 Rosewood shimmer,Макияж,Губы,Блеск для губ,,Люкс,815,,,1408.0,1343.0,,,,1300.0,,,0.92,brand_cat3,1564.8,1300.0,lamoda.ru,905.5555555555555,1299.0,True,1299.0,0.16986196319018398
Clarins,19000279526,Clarins Крем д/лица против морщин солнцезащитный SPF50+ Jeunesse 50мл,Уход,Солнечная серия/авто загары,Солнцезащитные средства,Защита от 41 до 50 SPF,Люкс,1151,,1927.0,1866.0,2080.0,,,,,,1836.0,1.03,brand,2336.53,1836.0,visagehall.ru,1278.888888888889,1835.0,True,1835.0,0.2146473616859189
Clarins,14017400006,Clarins Кисть для растушевки теней для век PINCEAU ESTOMPEUR 1шт.,Макияж,Кисти/спонжи,Кисти,,Люкс,763,,1378.0,1353.0,1218.0,,,,1378.0,1445.0,1304.0,0.96,brand_cat3,1495.48,1218.0,Ozon,847.7777777777777,1217.0,True,1217.0,0.18621445957150884
Clarins,19000194281,"CLARINS Помада д/губ Joli rouge Retail reno 732S 3,5гр",Макияж,Губы,Помада для губ,,Люкс,1157,,1951.0,1847.0,,,,,,,1847.0,1.03,brand,2348.7100000000005,1847.0,rivegauche.ru,1285.5555555555554,1846.0,True,1846.0,0.21403664139038037
Clarins,19000194292,"CLARINS Помада д/губ Joli rouge Retail reno 759S 3,5гр",Макияж,Губы,Помада для губ,,Люкс,1157,,1847.0,1951.0,1847.0,,,,1986.0,2337.0,1916.0,1.03,brand,2348.7100000000005,1847.0,iledebeaute.ru,1285.5555555555554,1846.0,True,1846.0,0.21403664139038037
Clarins,15020100144,Кларанс Масло д/лица Лотос д/комбинированной/жирной кожи 30мл,Уход,Уход за лицом,Основной уход,Масло для лица,Люкс,1467,,2563.0,2386.0,2342.0,,,,2431.0,,2431.0,1.03,brand,2978.01,2342.0,Ozon,1630.0,2341.0,True,2341.0,0.21390458729151351
Clarins,19000459498,CLARINS Набор в косметичке Baume beaute eclair 50мл+30мл+10мл,Уход,Наборы_уход,Подарочные наборы_уход,,Люкс,1125,,,1798.0,,,,,,,,0.97,brand_cat2,2216.25,1798.0,rivegauche.ru,1250.0,1797.0,True,1797.0,0.18917089678511
Clarins,14036200017,Clarins Крем д/лица тональный с легким покрытием Skin Illusion SPF15 30мл тон 110,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1369,,2475.0,2237.0,2380.0,,,,2189.0,2744.0,2380.0,1.03,brand,2779.07,2189.0,lamoda.ru,1521.111111111111,2188.0,True,2188.0,0.21268625835261445
Clarins,15022600006,CLARINS Молочко д/бюста укрепляющее LAIT BUSTE 50мл,Уход,Уход за телом,Молочко для тела,,Люкс,1779,,3214.0,2845.0,,,,,,3286.0,2951.0,0.86,brand_cat3,3308.9399999999996,2845.0,rivegauche.ru,1976.6666666666665,2844.0,True,2844.0,0.1405102540390577
Clarins,14022600001,Clarins Консилер против темных кругов Instant 01 15мл,Макияж,Лицо,Корректор/консилер,,Люкс,1090,,1873.0,1873.0,1744.0,,,,1873.0,2128.0,2090.0,1.1,brand_cat3,2289.0,1744.0,Ozon,1211.111111111111,1743.0,True,1743.0,0.23853211009174313
Clarins,19000013047,CLARINS Крем тональный увлажняющий с матовым покрытием Skin Illusion Velvet 111N 30мл,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1712,,3049.0,2740.0,,,,,,,2740.0,1.03,brand,3475.3600000000006,2740.0,rivegauche.ru,1902.2222222222222,2739.0,True,2739.0,0.21188020809355013
Clarins,19000200494,"Clarins Тени д/век насыщенные Ombre Skin тон 06 1,5гр",Макияж,Глаза,Тени для век,Прессованные тени,Люкс,785,,1311.0,1258.0,1284.0,,,,1365.0,1638.0,1339.0,1.03,brand,1593.5500000000002,1258.0,rivegauche.ru,872.2222222222222,1257.0,True,1257.0,0.21119513036930138
Clarins,19000459508,"CLARINS Набор в косметичке Multi-intensive 50мл+15мл+7мл+0,9мл",Уход,Наборы_уход,Подарочные наборы_уход,,Люкс,3265,,,5233.0,,,,,,,,0.97,brand_cat2,6432.05,5233.0,rivegauche.ru,3627.777777777778,5232.0,True,5232.0,0.1865734874573426
Clarins,19000459511,CLARINS Набор в косметичке Total eye lift 15мл+3мл+30мл,Уход,Наборы_уход,Подарочные наборы_уход,,Люкс,2712,,,4347.0,,,,,,,,0.97,brand_cat2,5342.64,4347.0,rivegauche.ru,3013.3333333333335,4346.0,True,4346.0,0.18654447988260492
Clarins,19000283286,"Clarins Помада д/губ Joli Rouge 786 3,5гр",Макияж,Губы,Помада для губ,,Люкс,1195,,1951.0,1951.0,1951.0,,,,1951.0,2337.0,1916.0,1.03,brand,2425.8500000000004,1916.0,visagehall.ru,1327.7777777777778,1915.0,True,1915.0,0.21058598017189867
Clarins,19000378754,CLARINS Сыворотка д/лица Bright Plus Advanced 50мл,Уход,Уход за лицом,Сыворотки,,Люкс,4325,,,7374.0,7374.0,,,,7814.0,,6935.0,0.88,brand_cat3,8130.999999999999,6935.0,visagehall.ru,4805.555555555556,6934.0,True,6934.0,0.14721436477678018
Clarins,19000181008,CLARINS Блеск д/губ Perfector 20 12мл,Макияж,Губы,Блеск для губ,,Люкс,851,,1495.0,1473.0,1495.0,,,,1386.0,1708.0,1365.0,0.92,brand_cat3,1633.9199999999998,1365.0,visagehall.ru,945.5555555555555,1364.0,True,1364.0,0.1651978065021542
Clarins,15021000001,Кларанс Масло д/лица Сантал д/сухой и красноватой кожи 30мл,Уход,Уход за лицом,Основной уход,Масло для лица,Люкс,1761,,3138.0,3094.0,2828.0,,,,2873.0,,3049.0,1.03,brand,3574.8300000000004,2828.0,Ozon,1956.6666666666665,2827.0,True,2827.0,0.20919316443019675
Clarins,14038900013,Clarins Блеск д/губ EMBELLISSEUR LEVRES 18 12мл,Макияж,Губы,Блеск для губ,,Люкс,863,,1430.0,1516.0,1386.0,,,,1386.0,1810.0,1474.0,0.92,brand_cat3,1656.96,1386.0,Ozon,958.8888888888889,1385.0,True,1385.0,0.1641319042101198
Clarins,19000149520,Clarins Молочко д/тела Eau Des Jardins 200мл,Уход,Уход за телом,Молочко для тела,,Люкс,1259,,2022.0,2094.0,2203.0,,,,2022.0,2465.0,2203.0,0.86,brand_cat3,2341.74,2022.0,iledebeaute.ru,1398.888888888889,2021.0,True,2021.0,0.13696652916207597
Clarins,14036200012,Clarins Крем д/лица тональный с легким покрытием Skin Illusion SPF15 30мл тон 107,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1422,,2380.0,2284.0,2570.0,,,,2284.0,2912.0,2332.0,1.03,brand,2886.6600000000003,2284.0,rivegauche.ru,1580.0,2283.0,True,2283.0,0.20912057533620176
Clarins,14036200010,Clarins Крем д/лица тональный с легким покрытием Skin Illusion SPF15 30мл тон 105,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1659,,2951.0,2760.0,2998.0,,,,2998.0,3192.0,2665.0,1.03,brand,3367.7700000000004,2665.0,visagehall.ru,1843.3333333333333,2664.0,True,2664.0,0.20897210914046993
Clarins,19000264368,Clarins Крем-гель д/тела Fit Active 200мл,Уход,Уход за телом,Крем для тела,,Люкс,2150,,3454.0,3885.0,3615.0,,,,,,3886.0,1.06,brand_cat3,4429.0,3454.0,iledebeaute.ru,2388.8888888888887,3453.0,True,3453.0,0.22036577105441413
Clarins,14036200014,Clarins Крем д/лица тональный с легким покрытием Skin Illusion SPF15 30мл тон 108.3,Макияж,Лицо,Тональные основы,Жидкие тональные основы,Люкс,1896,,3094.0,3046.0,3427.0,,,,3141.0,3976.0,3141.0,1.03,brand,3848.8800000000006,3046.0,rivegauche.ru,2106.6666666666665,3045.0,True,3045.0,0.208860759493671
