Неделя,Выручка,Маржа_руб,Маржинальность,Маржинальность_%
14,8464188705.0,1237987713.0,0.1462618280289378,14.62618280289378
15,8207907632.0,1268186314.0,0.15450786855867865,15.450786855867864
